1 	 0.057084349695203186 
2 	 -0.13178335243855563 
3 	 -0.49942189035582174 
4 	 0.05690845480732981 
5 	 -0.49939921637441476 
6 	 -0.13164675297331244 
7 	 0.27752559277529204 
8 	 -0.3521285249817398 
9 	 -0.49945061157297244 
10 	 0.27738327142554103 
11 	 -0.49938373839316896 
12 	 -0.3519814297901456 
13 	 -0.2891863257589687 
14 	 -0.10167177409584739 
15 	 -0.34374163036400435 
16 	 -0.4191948297789816 
17 	 -0.21330036139670042 
18 	 -0.012590259703172428 
19 	 -0.41008447146838944 
20 	 0.01790389728506329 
21 	 -0.4421465640769023 
22 	 -0.31513333770904906 
23 	 -0.3388534506910368 
24 	 -0.10645582651020569 
25 	 -0.3326726711971327 
26 	 -0.3549735536300187 
27 	 -0.15496677728374345 
28 	 -0.3690269685158059 
29 	 -0.20107890121463062 
30 	 -0.28829771843242513 
31 	 -0.3002887034156876 
32 	 -0.3862547837731845 
33 	 -0.18221591858742991 
34 	 -0.33344334081268906 
35 	 -0.1780265180070294 
36 	 -0.3132943693640927 
37 	 -0.2823278828068482 
38 	 -0.23850415820466542 
39 	 -0.31048915929607657 
40 	 -0.23481397182245423 
41 	 -0.2973135937276334 
42 	 -0.2917682331668115 
43 	 -0.30281927864362485 
44 	 -0.2382407520308608 
45 	 -0.2953646992333213 
46 	 -0.2483028381764625 
47 	 -0.29952748142894536 
48 	 -0.29186732716527425 
49 	 -0.2811474714816624 
50 	 -0.2793571579430849 
51 	 -0.2651295380711653 
52 	 -0.2623581490758224 
53 	 -0.27480083783050435 
54 	 -0.27893723431706097 
55 	 -0.2799546177747262 
56 	 -0.26042398911243786 
57 	 -0.2761729297106641 
58 	 -0.2779240759134136 
59 	 -0.2671108284115577 
60 	 -0.2768037008205936 
61 	 -0.2759690132572035 
62 	 -0.2723518790057114 
63 	 -0.25918896650577844 
64 	 -0.27457632208794724 
65 	 -0.27542319309296337 
66 	 -0.26210512982484485 
67 	 -0.2626191418998929 
68 	 -0.2852271166967339 
69 	 -0.2627207849576968 
70 	 -0.28087214120705295 
71 	 -0.25274243451130896 
72 	 -0.2749799554008704 
73 	 -0.280616817235333 
74 	 -0.25240529447057203 
75 	 -0.2705991697830769 
76 	 -0.27634036340185353 
77 	 -0.2821059893229115 
78 	 -0.2491677727487198 
79 	 -0.2671196004362283 
80 	 -0.2664253965856623 
81 	 -0.2798279221454326 
82 	 -0.2692675837981897 
83 	 -0.265976284721878 
84 	 -0.2754252020120931 
85 	 -0.2640958651266347 
86 	 -0.2778373432104671 
87 	 -0.2659926848898764 
88 	 -0.2688084814976353 
89 	 -0.268808801314284 
90 	 -0.27112780400915937 
91 	 -0.2652367231622064 
92 	 -0.27821611222995263 
93 	 -0.26917041859634394 
94 	 -0.26072217974046524 
95 	 -0.2733616251338546 
96 	 -0.27668621450573366 
97 	 -0.2645626425650928 
98 	 -0.27482976678676213 
99 	 -0.2736005089177265 
100 	 -0.26745857940417606 
101 	 -0.26557617030777547 
102 	 -0.2764689718930553 
103 	 -0.2712952892047577 
104 	 -0.26661232691702585 
105 	 -0.27567377305816193 
106 	 -0.2700847104125 
107 	 -0.2691210455804276 
108 	 -0.2713274268481482 
109 	 -0.26807982029797867 
110 	 -0.2706676319128858 
111 	 -0.2751097091233407 
112 	 -0.27105197787862917 
113 	 -0.26467598737739306 
114 	 -0.27624139638820633 
115 	 -0.262852730991594 
116 	 -0.2780602369381572 
117 	 -0.2715401964271069 
118 	 -0.2710713173949209 
119 	 -0.26081465134910037 
120 	 -0.2784856118677524 
121 	 -0.2621791329868013 
122 	 -0.2804471344177847 
123 	 -0.27223432594622793 
124 	 -0.25473440992136753 
125 	 -0.2740751033521448 
126 	 -0.27705864386402035 
127 	 -0.2720374358033012 
128 	 -0.2684060027623763 
129 	 -0.27206928652429185 
130 	 -0.26321530929583864 
131 	 -0.27780173284414655 
132 	 -0.2708702192764881 
133 	 -0.27594034759218544 
134 	 -0.2688180536857403 
135 	 -0.2710258085575752 
136 	 -0.27881185158611427 
137 	 -0.2628561635633164 
138 	 -0.2698415711408186 
139 	 -0.26152496905756156 
140 	 -0.2747545035868722 
141 	 -0.2757046669695258 
142 	 -0.27909701956778576 
143 	 -0.25189744853383944 
144 	 -0.27830999627918035 
145 	 -0.2659123896656843 
146 	 -0.270704535131525 
147 	 -0.28378692249797727 
148 	 -0.24362544411791356 
149 	 -0.2833665065512274 
150 	 -0.2802997263503243 
151 	 -0.2594616926070183 
152 	 -0.28555881928873494 
153 	 -0.26123144766014866 
154 	 -0.25871907396817573 
155 	 -0.27591785005078223 
156 	 -0.27396731055729073 
157 	 -0.26488437916870367 
158 	 -0.28514782119197446 
159 	 -0.2667721154095345 
160 	 -0.27485045953085935 
161 	 -0.2546758421961195 
162 	 -0.2767451400730847 
163 	 -0.29503210789215956 
164 	 -0.24725318745452526 
165 	 -0.2655562174961052 
166 	 -0.29169523555713317 
167 	 -0.27693556200706865 
168 	 -0.24072975830562923 
169 	 -0.2757241203880466 
170 	 -0.25557572621446384 
171 	 -0.2779344595130548 
172 	 -0.28371313396386627 
173 	 -0.2642505434995994 
174 	 -0.2652081213447963 
175 	 -0.25991999592349824 
176 	 -0.2790900400615864 
177 	 -0.2715387160578187 
178 	 -0.25734100229967294 
179 	 -0.27343890115998665 
180 	 -0.272339907992074 
181 	 -0.2498322591896753 
182 	 -0.28318025738256397 
183 	 -0.27782351649400894 
184 	 -0.2661042446061324 
185 	 -0.2542949507607369 
186 	 -0.2811942335588622 
187 	 -0.2711741088805421 
188 	 -0.26740744765505176 
189 	 -0.27869391376004865 
190 	 -0.26437383682002513 
191 	 -0.2710280923556452 
192 	 -0.2808841548588898 
193 	 -0.27762277540310026 
